,SA2 code,SA2 name,2021,km2,persons/km2
439,120021674.0,Annandale (NSW),9516.0,1.5,6393.0
440,120021675.0,Leichhardt,17630.0,3.0,5908.6
441,120031392.0,Canterbury (North) - Ashbury,12049.0,3.0,3979.5
442,120031393.0,Croydon Park - Enfield,17459.0,4.0,4396.5
443,120031394.0,Dulwich Hill - Lewisham,18049.0,2.7,6680.9
444,120031395.0,Haberfield - Summer Hill,13553.0,3.5,3900.6
445,120031396.0,Homebush,21023.0,3.8,5470.2
446,120031576.0,Strathfield South,3648.0,2.5,1452.7
447,120031676.0,Ashfield - North,11508.0,1.6,7372.7
448,120031677.0,Ashfield - South,12274.0,2.1,5819.5
449,120031678.0,Burwood (NSW),16048.0,1.9,8424.1
450,120031679.0,Croydon,10997.0,2.6,4249.7
451,120031680.0,Strathfield - East,16583.0,2.5,6525.1
452,120031681.0,Strathfield - West,9292.0,3.9,2376.4
453,121011399.0,Chatswood (West) - Lane Cove North,21425.0,5.5,3869.3
454,121011401.0,St Leonards - Naremburn,11986.0,2.8,4341.2
455,121011682.0,Artarmon,9469.0,1.7,5710.1
456,121011683.0,Castle Cove - Northbridge,13468.0,7.7,1752.6
457,121011684.0,Chatswood - East,19770.0,3.4,5798.8
458,121011685.0,Greenwich - Riverview,12980.0,4.6,2829.7
459,121011686.0,Lane Cove,15931.0,4.5,3565.1
460,121011687.0,Willoughby,13024.0,3.1,4246.4
461,121021403.0,Asquith - Mount Colah,22134.0,34.7,638.1
462,121021404.0,Berowra - Brooklyn - Cowan,11793.0,81.8,144.2
463,121021406.0,Normanhurst - Thornleigh - Westleigh,19199.0,10.0,1922.2
464,121021577.0,Hornsby - East,11998.0,2.6,4670.7
465,121021578.0,Hornsby - West,10653.0,6.3,1694.8
466,121021579.0,Wahroonga (West) - Waitara,11889.0,2.1,5628.2
467,121031407.0,Gordon - Killara,22592.0,11.7,1935.7
468,121031408.0,Lindfield - Roseville,24754.0,11.9,2084.3
469,121031409.0,Pymble,17262.0,10.3,1683.9
470,121031410.0,St Ives,21773.0,17.8,1224.8
471,121031411.0,Turramurra,20321.0,20.6,984.4
472,121031412.0,Wahroonga (East) - Warrawee,18244.0,13.3,1369.0
473,121041413.0,Cremorne - Cammeray,18989.0,3.2,5864.4
474,121041414.0,Crows Nest - Waverton,18036.0,3.0,6079.3
475,121041416.0,Neutral Bay - Kirribilli,17341.0,2.2,7840.9
476,121041417.0,North Sydney - Lavender Bay,12578.0,1.9,6570.9
477,121041688.0,Mosman - North,13820.0,3.3,4209.4
478,121041689.0,Mosman - South,14641.0,5.4,2727.9
479,122011418.0,Balgowlah - Clontarf - Seaforth,20853.0,7.6,2740.1
480,122011419.0,Manly - Fairlight,22728.0,6.7,3374.6
481,122021420.0,Avalon - Palm Beach,13078.0,8.6,1519.7
482,122021421.0,Bayview - Elanora Heights,11257.0,64.6,174.3
483,122021422.0,Newport - Bilgola,13699.0,5.8,2362.7
484,122021690.0,Mona Vale - Warriewood (North),14627.0,6.5,2263.6
485,122021691.0,North Narrabeen - Warriewood (South),10896.0,5.2,2095.0
486,122031424.0,Beacon Hill - Narraweena,14549.0,4.3,3351.8
487,122031425.0,Cromer,8052.0,7.5,1074.8
488,122031427.0,Forestville - Killarney Heights,13159.0,8.9,1473.4
489,122031429.0,Freshwater - Brookvale,22009.0,7.2,3063.7
490,122031430.0,Manly Vale - Allambie Heights,17616.0,9.4,1883.2
491,122031432.0,Terrey Hills - Duffys Forest,3798.0,70.5,53.8
492,122031692.0,Belrose,8668.0,13.4,645.0
493,122031693.0,Collaroy - Collaroy Plateau,13982.0,4.1,3385.9
494,122031694.0,Dee Why (South) - North Curl Curl,9148.0,2.0,4593.5
495,122031695.0,Dee Why - North,17914.0,2.1,8605.9
496,122031696.0,Frenchs Forest - Oxford Falls,17198.0,16.7,1030.2
497,122031697.0,Narrabeen - Wheeler Heights,11250.0,3.0,3709.6
498,123011433.0,Camden - Ellis Lane,13335.0,26.2,509.1
499,123011698.0,Currans Hill,6492.0,7.1,918.2
500,123011699.0,Elderslie - Narellan,14080.0,15.3,919.7
501,123011700.0,Harrington Park,11279.0,6.2,1809.6
502,123011701.0,Mount Annan,19146.0,13.2,1450.0
503,123011702.0,Spring Farm,9592.0,5.9,1637.0
504,123021436.0,Bradbury - Wedderburn,20199.0,36.7,551.1
505,123021437.0,Campbelltown - Woodbine,22262.0,13.7,1619.3
506,123021438.0,Claymore - Eagle Vale - Raby,20389.0,22.9,889.4
507,123021439.0,Holsworthy Military Area,3.0,129.8,0.0
508,123021441.0,Leumeah - Minto Heights,16805.0,23.6,710.7
509,123021443.0,Minto - St Andrews,21520.0,12.4,1733.6
510,123021444.0,Rosemeadow - Glen Alpine,21298.0,48.1,442.9
511,123021703.0,Denham Court - Bardia,14958.0,15.6,959.8
512,123021704.0,Glenfield,10591.0,7.0,1514.2
513,123021705.0,Ingleburn,16777.0,14.1,1188.5
514,123021706.0,Macquarie Fields,14260.0,9.0,1580.3
515,123031445.0,Bargo,5968.0,67.8,88.1
516,123031446.0,Douglas Park - Appin,11142.0,289.9,38.4
517,123031447.0,Picton - Tahmoor - Buxton,19069.0,189.9,100.4
518,123031448.0,The Oaks - Oakdale,9834.0,322.7,30.5
519,124011449.0,Blackheath - Megalong Valley,5761.0,139.2,41.4
520,124011450.0,Blaxland - Warrimoo - Lapstone,19041.0,29.7,641.3
521,124011451.0,Blue Mountains - North,9.0,595.0,0.0
522,124011452.0,Katoomba - Leura,13373.0,40.9,327.2
523,124011453.0,Lawson - Hazelbrook - Linden,11480.0,46.9,244.8
524,124011454.0,Springwood - Winmalee,22087.0,69.7,317.0
525,124011455.0,Wentworth Falls,6436.0,21.0,306.0
526,124021456.0,Blue Mountains - South,7.0,2456.9,0.0
527,124031457.0,Cambridge Park,16115.0,6.6,2446.4
528,124031459.0,Emu Plains - Leonay,13950.0,13.8,1011.3
529,124031460.0,Glenmore Park - Regentville,21162.0,9.2,2292.0
530,124031461.0,Jamisontown - South Penrith,17405.0,9.0,1930.0
531,124031462.0,Kingswood - Werrington,24882.0,14.0,1774.4
532,124031463.0,Mulgoa - Luddenham - Orchard Hills,12088.0,158.7,76.2
533,124031464.0,Penrith,18139.0,10.4,1745.1
534,124031465.0,Warragamba - Silverdale,6053.0,63.6,95.2
535,124031707.0,Cranebrook - Castlereagh,17140.0,48.9,350.5
536,124031708.0,Jordan Springs - Llandilo,13481.0,22.6,596.1
537,124041466.0,Richmond - Clarendon,15303.0,74.7,204.9
538,124041467.0,Windsor - Bligh Park,15390.0,22.7,677.1
539,124041468.0,Yarramundi - Londonderry,7564.0,81.4,92.9
540,124051469.0,Erskine Park,6522.0,8.4,776.9
541,124051470.0,St Clair,20060.0,7.2,2784.8
542,124051580.0,Colyton - Oxley Park,13089.0,4.7,2813.6
543,124051581.0,St Marys - North St Marys,17464.0,12.9,1357.5
544,125011475.0,Rookwood Cemetery,5.0,3.0,1.7
545,125011582.0,Auburn - Central,19663.0,3.7,5267.9
546,125011583.0,Auburn - North,10708.0,2.1,5107.3
547,125011584.0,Auburn - South,8903.0,2.4,3661.8
548,125011585.0,Berala,8647.0,2.1,4144.3
549,125011586.0,Lidcombe,21334.0,6.4,3331.6
550,125011587.0,Regents Park,5162.0,2.0,2539.7
551,125011709.0,Silverwater - Newington,9336.0,3.9,2373.2
552,125011710.0,Wentworth Point - Sydney Olympic Park,20653.0,7.3,2818.4
553,125021477.0,Ermington - Rydalmere,24809.0,9.9,2514.7
554,125021478.0,Oatlands - Dundas Valley,18557.0,6.1,3054.0
555,125021711.0,Carlingford - East,11656.0,3.7,3125.9
556,125021712.0,Carlingford - West,19297.0,6.0,3207.2
557,125031479.0,Chester Hill - Sefton,20925.0,7.3,2879.2
558,125031480.0,Fairfield - East,15794.0,5.7,2765.3
559,125031481.0,Granville - Clyde,23433.0,5.6,4178.0
560,125031483.0,Guildford - South Granville,22556.0,6.8,3318.9
561,125031484.0,Guildford West - Merrylands West,23124.0,5.5,4231.0
562,125031486.0,Smithfield Industrial,13.0,4.3,3.0
563,125031487.0,Yennora Industrial,13.0,2.1,6.3
564,125031713.0,Greystanes - South,16648.0,5.7,2946.3
565,125031714.0,Merrylands - Holroyd,24007.0,5.0,4847.5
566,125031715.0,Pemulwuy - Greystanes (North),10907.0,7.4,1474.3
567,125031716.0,South Wentworthville,7334.0,1.8,4152.7
568,125041489.0,North Parramatta,23070.0,7.1,3267.3
569,125041490.0,North Rocks,8466.0,5.4,1574.7
570,125041491.0,Northmead,20423.0,5.9,3442.2
571,125041493.0,Toongabbie - Constitution Hill,23004.0,7.5,3075.6
572,125041494.0,Winston Hills,11199.0,4.3,2575.7
573,125041588.0,Pendle Hill - Girraween,13989.0,4.5,3135.5
574,125041589.0,Wentworthville - Westmead,21754.0,3.9,5527.6
575,125041717.0,Parramatta - North,12203.0,2.2,5461.7
576,125041718.0,Parramatta - South,9960.0,1.4,7175.3
577,125041719.0,Rosehill - Harris Park,9120.0,4.9,1871.2
578,126011496.0,Pennant Hills - Cheltenham,21813.0,13.3,1640.9
579,126011720.0,Epping (East) - North Epping,14455.0,4.4,3291.1
580,126011721.0,Epping (NSW) - West,18757.0,4.5,4178.8
581,126021498.0,Gladesville - Huntleys Point,15486.0,4.7,3283.6
582,126021499.0,Hunters Hill - Woolwich,9867.0,4.2,2376.9
583,126021500.0,Macquarie Park - Marsfield,24037.0,10.7,2252.4
584,126021501.0,North Ryde - East Ryde,15666.0,6.2,2517.4
585,126021503.0,West Ryde - Meadowbank,20205.0,4.8,4216.1
586,126021590.0,Putney,4161.0,1.5,2738.6
587,126021722.0,Denistone,6989.0,2.5,2765.5
588,126021723.0,Eastwood,19056.0,5.3,3600.2
589,126021724.0,Ryde - North,20385.0,5.7,3570.2
590,126021725.0,Ryde - South,12045.0,1.6,7729.1
591,127011504.0,Ashcroft - Busby - Miller,18088.0,5.5,3311.0
592,127011505.0,Austral - Greendale,12554.0,110.7,113.4
593,127011592.0,Badgerys Creek,23.0,17.6,1.3
594,127011593.0,Cecil Hills,6928.0,3.7,1848.6
595,127011594.0,Green Valley,12953.0,3.2,4029.6
596,127011595.0,Hinchinbrook,13063.0,5.2,2500.1
597,127011596.0,Hoxton Park - Carnes Hill - Horningsea Park,13299.0,4.1,3222.8
598,127011597.0,West Hoxton - Middleton Grange,17244.0,9.3,1861.7
599,127011726.0,Cobbitty - Bringelly,4774.0,73.9,64.6
600,127011727.0,Gledswood Hills - Gregory Hills,14401.0,8.7,1650.8
601,127011728.0,Leppington - Catherine Field,12593.0,36.4,346.4
602,127011729.0,Oran Park,17759.0,13.2,1340.5
603,127021509.0,Bonnyrigg Heights - Bonnyrigg,17195.0,5.2,3313.9
604,127021510.0,Bossley Park - Abbotsbury,19741.0,9.5,2074.8
605,127021511.0,Cabramatta - Lansvale,24205.0,7.6,3186.4
606,127021512.0,Cabramatta West - Mount Pritchard,18295.0,5.3,3424.2
607,127021513.0,Canley Vale - Canley Heights,22365.0,5.4,4129.4
608,127021514.0,Edensor Park,10291.0,3.1,3324.5
609,127021515.0,Fairfield,18285.0,4.2,4322.3
610,127021516.0,Fairfield - West,21305.0,4.7,4541.2
611,127021517.0,Greenfield Park - Prairiewood,8870.0,3.6,2439.0
612,127021518.0,Horsley Park - Kemps Creek,4348.0,56.3,77.3
613,127021519.0,Smithfield - Wetherill Park,19548.0,6.6,2956.3
614,127021520.0,St Johns Park - Wakeley,11202.0,3.6,3102.1
615,127021521.0,Wetherill Park Industrial,39.0,8.6,4.6
616,127031522.0,Casula,16619.0,7.1,2350.0
617,127031523.0,Chipping Norton - Moorebank,20893.0,14.5,1441.9
618,127031524.0,Holsworthy - Wattle Grove,21296.0,73.7,289.0
619,127031599.0,Lurnea - Cartwright,12737.0,3.5,3674.3
620,127031601.0,Warwick Farm,5962.0,4.7,1282.1
621,127031730.0,Edmondson Park,12125.0,6.1,2002.0
622,127031731.0,Liverpool - East,17657.0,2.3,7812.5
623,127031732.0,Liverpool - West,13763.0,4.1,3391.3
624,127031733.0,Prestons,15732.0,9.2,1704.2
625,128011529.0,Gymea - Grays Point,18183.0,5.8,3136.2
626,128011530.0,Miranda - Yowie Bay,20769.0,6.0,3463.3
627,128011531.0,Sylvania - Taren Point,16460.0,6.1,2716.4
628,128011602.0,Caringbah,12882.0,4.0,3223.8
629,128011603.0,Caringbah South,13028.0,4.1,3201.1
630,128011604.0,Cronulla - Kurnell - Bundeena,24533.0,25.1,977.9
631,128011605.0,Lilli Pilli - Port Hacking - Dolans Bay,3371.0,1.3,2653.1
632,128011606.0,Woolooware - Burraneer,8968.0,3.3,2694.5
633,128021533.0,Heathcote - Waterfall,6680.0,27.6,241.9
634,128021534.0,Illawong - Alfords Point,10569.0,7.3,1448.2
635,128021535.0,Menai - Lucas Heights - Woronora,21009.0,33.4,628.9
636,128021536.0,Oyster Bay - Como - Jannali,22151.0,8.9,2487.4
637,128021537.0,Royal National Park,45.0,139.3,0.3
638,128021538.0,Sutherland - Kirrawee,23369.0,7.8,3013.4
639,128021607.0,Engadine,17379.0,9.0,1941.0
640,128021608.0,Loftus - Yarrawarrah,7354.0,3.8,1913.3
641,128021609.0,Woronora Heights,3551.0,3.1,1131.8
642,201011001.0,Alfredton,16823.0,52.7,319.2
643,201011002.0,Ballarat,12076.0,12.4,975.5
644,201011005.0,Buninyong,7232.0,51.6,140.2
645,201011006.0,Delacombe,10640.0,34.2,311.5
646,201011007.0,Smythes Creek,4213.0,104.7,40.2
647,201011008.0,Wendouree - Miners Rest,15314.0,67.6,226.6
648,201011481.0,Ballarat East - Warrenheip,9656.0,19.2,502.5
649,201011482.0,Ballarat North - Invermay,14692.0,73.1,200.9
650,201011483.0,Canadian - Mount Clear,12207.0,22.3,548.1
651,201011484.0,Sebastopol - Redan,13062.0,10.6,1234.4
652,201021009.0,Bacchus Marsh Surrounds,6533.0,1038.8,6.3
653,201021010.0,Creswick - Clunes,8036.0,856.8,9.4
654,201021011.0,Daylesford,9870.0,920.8,10.7
655,201021012.0,Gordon (Vic.),6337.0,850.3,7.5
656,201031013.0,Avoca,3498.0,1714.2,2.0
657,201031014.0,Beaufort,4618.0,1863.0,2.5
658,201031015.0,Golden Plains - North,4868.0,922.1,5.3
659,201031016.0,Maryborough (Vic.),8116.0,45.5,178.2
660,201031017.0,Maryborough Surrounds,5475.0,1627.6,3.4
661,202011018.0,Bendigo,14951.0,16.1,929.8
662,202011019.0,California Gully - Eaglehawk,12923.0,32.9,392.4
663,202011020.0,East Bendigo - Kennington,13925.0,17.1,812.0
664,202011021.0,Flora Hill - Spring Gully,9420.0,13.2,713.5
665,202011022.0,Kangaroo Flat - Golden Square,21060.0,40.9,514.7
666,202011023.0,Maiden Gully,5500.0,43.0,128.0
667,202011024.0,Strathfieldsaye,10676.0,56.4,189.2
668,202011025.0,White Hills - Ascot,14444.0,67.8,213.1
669,202021026.0,Bendigo Surrounds - South,8306.0,796.9,10.4
670,202021027.0,Castlemaine,11285.0,83.9,134.5
671,202021028.0,Castlemaine Surrounds,9145.0,1515.0,6.0
672,202021029.0,Heathcote,5023.0,756.8,6.6
673,202021030.0,Kyneton,10494.0,556.5,18.9
674,202021031.0,Woodend,7908.0,211.9,37.3
675,202031032.0,Bendigo Surrounds - North,4906.0,1440.2,3.4
676,202031033.0,Loddon,7230.0,6193.3,1.2
677,203011034.0,Bannockburn,7733.0,192.1,40.3
678,203011035.0,Golden Plains - South,8065.0,1484.5,5.4
679,203011036.0,Winchelsea,6582.0,903.3,7.3
680,203021037.0,Belmont,14994.0,9.4,1600.6
681,203021039.0,Geelong,13477.0,12.8,1051.5
682,203021040.0,Geelong West - Hamlyn Heights,21244.0,32.0,663.1
683,203021042.0,Highton,24079.0,40.6,593.3
684,203021043.0,Lara,20850.0,588.6,35.4
685,203021044.0,Leopold,13213.0,27.9,473.1
686,203021045.0,Newcomb - Moolap,15402.0,43.3,355.8
687,203021046.0,Newtown (Vic.),10406.0,5.8,1791.7
688,203021047.0,North Geelong - Bell Park,15739.0,21.9,717.6
689,203021485.0,Charlemont,10315.0,18.1,569.4
690,203021486.0,Corio - Lovely Banks,18359.0,74.4,246.9
691,203021487.0,Grovedale - Mount Duneed,24796.0,37.6,659.7
692,203021488.0,Norlane,9039.0,6.5,1398.7
693,203031048.0,Clifton Springs,16716.0,65.1,256.6
694,203031049.0,Lorne - Anglesea,6189.0,448.0,13.8
695,203031051.0,Portarlington,9450.0,71.9,131.5
696,203031052.0,Point Lonsdale - Queenscliff,5456.0,61.7,88.5
697,203031053.0,Torquay,24617.0,126.3,194.9
698,203031489.0,Barwon Heads - Armstrong Creek,11314.0,88.2,128.3
699,203031490.0,Ocean Grove,19384.0,68.8,281.9
700,204011054.0,Alexandra,6768.0,2119.0,3.2
701,204011055.0,Euroa,6864.0,2057.9,3.3
702,204011056.0,Kilmore - Broadford,15517.0,461.5,33.6
703,204011057.0,Mansfield (Vic.),10454.0,3927.9,2.7
704,204011058.0,Nagambie,4507.0,1294.3,3.5
705,204011059.0,Seymour,6545.0,79.3,82.5
706,204011060.0,Seymour Surrounds,4632.0,1688.8,2.7
707,204011061.0,Upper Yarra Valley,240.0,856.3,0.3
708,204011062.0,Yea,4142.0,1474.3,2.8
709,204021063.0,Benalla,10750.0,315.3,34.1
710,204021064.0,Benalla Surrounds,3752.0,2105.3,1.8
711,204021065.0,Rutherglen,4019.0,479.8,8.4
712,204021066.0,Wangaratta,19877.0,57.6,345.2
713,204021067.0,Wangaratta Surrounds,9863.0,3587.5,2.7
714,204031068.0,Beechworth,4954.0,371.3,13.3
715,204031069.0,Bright - Mount Beauty,8848.0,4253.7,2.1
716,204031070.0,Chiltern - Indigo Valley,3158.0,513.1,6.2
717,204031071.0,Myrtleford,4716.0,553.4,8.5
718,204031072.0,Towong,6153.0,6668.9,0.9
719,204031073.0,West Wodonga,15357.0,153.9,99.8
720,204031075.0,Yackandandah,5187.0,708.2,7.3
721,204031491.0,Baranduda - Leneva,12782.0,248.8,51.4
722,204031492.0,Wodonga,15044.0,30.3,496.3
723,205011076.0,Drouin,19790.0,326.8,60.6
724,205011077.0,Mount Baw Baw Region,6539.0,2753.3,2.4
725,205011078.0,Trafalgar (Vic.),8313.0,501.5,16.6
726,205011079.0,Warragul,23080.0,352.2,65.5
727,205021080.0,Alps - East,0.0,2071.3,0.0
728,205021081.0,Bairnsdale,15648.0,155.0,100.9
729,205021082.0,Bruthen - Omeo,8238.0,7377.4,1.1
730,205021083.0,Lake King,0.0,93.9,0.0
731,205021084.0,Lakes Entrance,11091.0,214.0,51.8
732,205021085.0,Orbost,6690.0,11383.7,0.6
733,205021086.0,Paynesville,6897.0,417.9,16.5
734,205031087.0,Foster,9377.0,1498.8,6.3
735,205031088.0,French Island,138.0,170.2,0.8
736,205031089.0,Korumburra,9783.0,600.7,16.3
737,205031090.0,Leongatha,11434.0,801.0,14.3
738,205031091.0,Phillip Island,13724.0,100.6,136.5
739,205031092.0,Wilsons Promontory,15.0,481.5,0.0
740,205031093.0,Wonthaggi - Inverloch,26723.0,728.8,36.7
741,205041094.0,Churchill,11855.0,796.5,14.9
742,205041095.0,Moe - Newborough,17263.0,105.3,164.0
743,205041096.0,Morwell,14393.0,85.5,168.4
744,205041098.0,Yallourn North - Glengarry,4691.0,342.7,13.7
745,205041493.0,Traralgon - East,11966.0,108.3,110.5
746,205041494.0,Traralgon - West,16769.0,41.3,405.6
747,205051099.0,Alps - West,23.0,2955.7,0.0
748,205051100.0,Longford - Loch Sport,4901.0,1610.8,3.0
749,205051101.0,Maffra,14693.0,2532.3,5.8
750,205051102.0,Rosedale,4909.0,968.5,5.1
751,205051103.0,Sale,15259.0,45.6,334.6
752,205051104.0,Yarram,5556.0,1931.9,2.9
753,206011106.0,Brunswick East,12963.0,2.2,5978.7
754,206011107.0,Brunswick West,14499.0,3.2,4560.2
755,206011109.0,Pascoe Vale South,10461.0,3.0,3500.2
756,206011495.0,Brunswick - North,13091.0,2.4,5434.0
757,206011496.0,Brunswick - South,13215.0,2.7,4834.6
758,206011497.0,Coburg - East,12672.0,3.7,3381.8
759,206011498.0,Coburg - West,14187.0,3.2,4450.7
760,206021110.0,Alphington - Fairfield,9072.0,2.9,3144.2
761,206021112.0,Thornbury,19152.0,5.0,3832.5
762,206021499.0,Northcote - East,15230.0,3.5,4334.8
763,206021500.0,Northcote - West,10427.0,2.6,3962.2
764,206031113.0,Ascot Vale,15351.0,3.8,4001.7
765,206031115.0,Flemington,9190.0,1.6,5813.5
766,206031116.0,Moonee Ponds,16406.0,4.4,3767.1
767,206031501.0,Essendon (West) - Aberfeldie,16180.0,4.9,3309.7
768,206031502.0,Essendon - East,12313.0,3.6,3464.3
769,206041117.0,Carlton,17198.0,1.8,9456.2
770,206041118.0,Docklands,15942.0,2.4,6522.9
771,206041119.0,East Melbourne,4962.0,2.9,1711.2
772,206041120.0,Flemington Racecourse,78.0,1.7,45.6
773,206041121.0,Kensington (Vic.),10874.0,2.1,5064.7
774,206041124.0,Parkville,7446.0,4.0,1838.9
775,206041125.0,South Yarra - West,6542.0,1.5,4353.5
776,206041127.0,West Melbourne - Industrial,0.0,6.2,0.0
777,206041503.0,Melbourne CBD - East,10205.0,0.8,12724.4
778,206041504.0,Melbourne CBD - North,17439.0,0.6,31052.4
779,206041505.0,Melbourne CBD - West,16179.0,1.0,16096.9
780,206041506.0,North Melbourne,15998.0,2.4,6597.7
781,206041507.0,Royal Botanic Gardens Victoria,0.0,1.4,0.0
782,206041508.0,Southbank (West) - South Wharf,6635.0,0.8,7809.6
783,206041509.0,Southbank - East,16538.0,0.8,20569.7
784,206041510.0,West Melbourne - Residential,7619.0,0.8,9238.5
785,206051128.0,Albert Park,16023.0,4.7,3427.6
786,206051129.0,Elwood,15041.0,2.6,5891.5
787,206051130.0,Port Melbourne,16373.0,2.8,5869.7
788,206051134.0,St Kilda East,16085.0,2.4,6664.6
789,206051511.0,Port Melbourne Industrial,1942.0,7.6,254.1
790,206051512.0,South Melbourne,11860.0,1.9,6276.1
791,206051513.0,St Kilda - Central,12100.0,1.5,7869.9
792,206051514.0,St Kilda - West,14104.0,2.4,5966.9
793,206061135.0,Armadale,9436.0,2.2,4321.5
794,206061136.0,Prahran - Windsor,19460.0,2.9,6698.1
795,206061138.0,Toorak,13098.0,4.3,3029.6
796,206061515.0,South Yarra - North,11456.0,1.2,9794.8
797,206061516.0,South Yarra - South,10125.0,1.3,7513.9
798,206071139.0,Abbotsford,9262.0,1.7,5321.5
799,206071140.0,Carlton North - Princes Hill,8295.0,2.3,3599.9
800,206071141.0,Collingwood,9348.0,1.3,7378.6
801,206071142.0,Fitzroy,10609.0,1.4,7699.4
802,206071143.0,Fitzroy North,12955.0,2.5,5171.5
803,206071145.0,Clifton Hill - Alphington,9980.0,5.2,1916.0
804,206071517.0,Richmond (South) - Cremorne,17972.0,4.3,4190.2
805,206071518.0,Richmond - North,14083.0,1.9,7322.3
806,207011146.0,Ashburton (Vic.),8025.0,2.8,2829.1
807,207011147.0,Balwyn,16332.0,5.6,2924.2
808,207011148.0,Balwyn North,21411.0,8.8,2419.5
809,207011149.0,Camberwell,21512.0,7.3,2950.1
810,207011150.0,Glen Iris - East,17010.0,5.7,2981.6
811,207011152.0,Hawthorn East,15898.0,3.8,4157.4
812,207011154.0,Kew East,6557.0,4.0,1633.0
813,207011155.0,Surrey Hills (West) - Canterbury,16090.0,5.7,2821.5
814,207011519.0,Hawthorn - North,10037.0,2.5,4087.1
815,207011520.0,Hawthorn - South,12151.0,3.2,3777.9
816,207011521.0,Kew - South,11725.0,4.3,2711.9
817,207011522.0,Kew - West,13153.0,6.2,2117.8
818,207021156.0,Bulleen,11371.0,6.7,1704.5
819,207021157.0,Doncaster,25172.0,8.8,2869.0
820,207021159.0,Templestowe,17105.0,16.1,1061.3
821,207021160.0,Templestowe Lower,14278.0,5.9,2404.3
822,207021424.0,Doncaster East - North,15792.0,6.4,2466.3
823,207021425.0,Doncaster East - South,15593.0,4.8,3270.1
824,207031161.0,Blackburn,22360.0,8.6,2597.7
825,207031162.0,Blackburn South,11022.0,3.6,3064.6
826,207031163.0,Box Hill,23232.0,7.0,3313.0
827,207031164.0,Box Hill North,18304.0,6.2,2948.1
828,207031165.0,Burwood (Vic.),12543.0,5.0,2489.1
829,207031166.0,Burwood East,10778.0,4.3,2528.3
830,207031167.0,Surrey Hills (East) - Mont Albert,10262.0,3.3,3083.6
831,208011168.0,Beaumaris,14124.0,6.0,2366.7
832,208011169.0,Brighton (Vic.),23053.0,8.2,2811.2
833,208011170.0,Brighton East,16695.0,5.6,2976.8
834,208011171.0,Highett (West) - Cheltenham,12541.0,5.3,2357.4
835,208011172.0,Hampton,18406.0,5.7,3237.8
836,208011173.0,Sandringham - Black Rock,17518.0,6.4,2724.4
837,208021174.0,Bentleigh - McKinnon,25201.0,6.2,4048.9
838,208021176.0,Carnegie,18803.0,3.8,4942.3
839,208021177.0,Caulfield - North,22739.0,6.4,3542.5
840,208021178.0,Caulfield - South,18232.0,4.7,3844.3
841,208021179.0,Elsternwick,12032.0,2.9,4204.6
842,208021180.0,Hughesdale,7644.0,2.0,3803.9
843,208021181.0,Murrumbeena,9471.0,2.5,3766.1
844,208021182.0,Ormond - Glen Huntly,13298.0,2.9,4527.6
845,208021426.0,Bentleigh East - North,16756.0,4.6,3643.5
846,208021427.0,Bentleigh East - South,14153.0,4.6,3084.7
847,208031183.0,Aspendale Gardens - Waterways,8927.0,5.3,1682.0
848,208031184.0,Braeside,28.0,9.1,3.1
849,208031185.0,Carrum - Patterson Lakes,12115.0,5.8,2080.1
850,208031186.0,Chelsea - Bonbeach,15314.0,5.4,2823.9
851,208031187.0,Chelsea Heights,5428.0,3.2,1698.5
852,208031188.0,Highett (East) - Cheltenham,24355.0,8.7,2787.4
853,208031189.0,Edithvale - Aspendale,13663.0,5.1,2679.0
854,208031190.0,Mentone,13304.0,4.5,2989.7
855,208031191.0,Moorabbin - Heatherton,9198.0,11.7,786.2
856,208031192.0,Moorabbin Airport,26.0,3.1,8.5
857,208031193.0,Mordialloc - Parkdale,21429.0,8.0,2689.3
858,208041194.0,Malvern - Glen Iris,20482.0,6.2,3327.6
859,208041195.0,Malvern East,22221.0,7.6,2936.7
860,209011196.0,Bundoora - East,9925.0,4.1,2435.6
861,209011197.0,Greensborough,20997.0,10.1,2079.4
862,209011198.0,Heidelberg - Rosanna,16202.0,6.4,2542.8
863,209011199.0,Heidelberg West,15038.0,6.7,2247.4
864,209011200.0,Ivanhoe,12561.0,5.0,2487.4
865,209011201.0,Ivanhoe East - Eaglemont,7801.0,4.3,1824.0
866,209011202.0,Montmorency - Briar Hill,16658.0,12.0,1385.0
867,209011203.0,Viewbank - Yallambie,18891.0,10.2,1845.2
868,209011204.0,Watsonia,9303.0,3.8,2457.4
869,209021205.0,Kingsbury,10564.0,9.0,1172.6
870,209021428.0,Preston - East,20997.0,7.7,2710.8
871,209021429.0,Preston - West,12828.0,3.6,3595.4
872,209021523.0,Reservoir - North East,14989.0,4.8,3130.5
873,209021524.0,Reservoir - North West,9887.0,4.5,2182.7
874,209021525.0,Reservoir - South East,12941.0,4.2,3097.2
875,209021526.0,Reservoir - South West,14248.0,5.6,2533.1
876,209031209.0,Eltham,23711.0,19.5,1216.7
877,209031210.0,Hurstbridge,3573.0,14.8,240.7
878,209031211.0,Kinglake,4235.0,319.5,13.3
879,209031212.0,Panton Hill - St Andrews,5124.0,292.2,17.5
880,209031213.0,Plenty - Yarrambat,9522.0,29.1,327.0
881,209031214.0,Research - North Warrandyte,6985.0,49.8,140.3
882,209031215.0,Wattle Glen - Diamond Creek,14539.0,26.8,542.0
883,209041216.0,Bundoora - North,7429.0,4.7,1575.6
